,address,timestamp,amountStaked
17,0x05ac3d28434804ec02ed9472490fc42d7e9e646d,2022-03-07T16:07:24,904.5
18,0x61d9e931a72c9fb3eb9731dcc5a30f1f6c3ab63f,2022-03-07T16:07:40,903.6
19,0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,2022-03-07T16:09:55,1800.0
20,0xab7b49bacd43bd4cfa41433d477f690bb9e1fb26,2022-03-07T16:10:30,1350.0
21,0xd43ca531907f8c8dbb3272cc2ef321cc572e56e3,2022-03-07T16:11:00,1606.5
22,0x8b600c7ef1d97225860a7996b63c5b8b116182d5,2022-03-07T16:20:24,9000.0
23,0x40db5c12aa263660a6188a8e16fcdf9c5235e5bf,2022-03-07T16:21:56,89964.0
24,0x01ebce016681d076667bdb823ebe1f76830da6fa,2022-03-07T16:26:25,4500.0
25,0xb98cc80fd75333dc20a9d122d98b5638aaf4ffc3,2022-03-07T16:29:59,912933.9
26,0xc2ac36c669fbf04dd2e1a2ed9ce5ccc442977305,2022-03-07T16:57:21,202.5
27,0x4953b5f3980f0fe8584f84c9a1ad93013ebe29c6,2022-03-07T16:59:35,867.6
28,0xb26d1fe1328172b38708d7f334dd385b6d6fb4aa,2022-03-07T17:28:09,4500.0
29,0xee15f56c09dd300dc039de1901bccca32a23a253,2022-03-07T19:31:36,1372500.0
30,0xee15f56c09dd300dc039de1901bccca32a23a253,2022-03-10T00:43:54,90000.0
31,0xee15f56c09dd300dc039de1901bccca32a23a253,2022-03-10T00:48:01,19626.3
32,0x605d50f68e737ebf7f6054d6f7860010fc80971f,2022-03-07T20:15:25,4427.1
33,0x49eb81cc817cd5a1e8df590f43d5a0a0f432251a,2022-03-08T01:36:56,267.3
34,0x641f2f8cd5fb6cb50a49c22247b065cd893a1fc7,2022-03-08T02:17:29,343.8
35,0x5a641c6fd5a473395355816ebc757b067ccaabe5,2022-03-08T02:33:47,94.5
36,0xcd5561b1be55c1fa4bba4749919a03219497b6ef,2022-03-08T02:53:31,383.4
37,0xd8742073f4f44d0046916a9b62a955a36e0c0e5f,2022-03-08T03:03:28,901.8
38,0x111ce8d46cd445f5ab1ce3545d97b45071dfecc0,2022-03-08T04:47:29,13500.0
39,0x046f601cbcbfa162228897ac75c9b61daf5cee5f,2022-03-08T05:13:45,463.5
40,0x9cbddd3a8320583bfa7fa78c02a7f7226805f7ab,2022-03-08T06:59:17,3610.8
41,0xc134041a85edbb3bd9cae36a32486454c1c6e134,2022-03-08T07:52:15,108.0
42,0x520cc7572527711b8c50bcefe1d881f8ddb5fe8c,2022-03-08T07:57:35,1.8
43,0x19fde20744903805ba05e1522980ffff3545c1ec,2022-03-08T08:36:53,90.9
44,0xcfaf3e19dca4b4cb0fb1399abb7ec074abe39114,2022-03-08T09:43:33,9.0
45,0xc0555149b5a5d96ac016d3425b7986504190c3a0,2022-03-08T10:00:44,90.9
46,0xa4bd35e96887170a2d484e894078a5cb1ab93a45,2022-03-08T12:25:05,118.8
47,0x1efb3038de631cfce0c0a231952c6b90d5d9cfe5,2022-03-08T19:23:23,900.0
48,0x276651cf20ef719dd3fae29e75f63e1603507517,2022-03-08T20:42:31,657.9
49,0x8e1fd9d5eac794555594b9b9f700bc37da6aeab1,2022-03-09T02:47:41,1980.0
50,0x9b818ad72e4b3cd03bcbe4848a44b274618c4cbe,2022-03-09T04:48:55,1800.0
51,0xcb630c28658d8b4f0509d628d8d947e6f95ea20a,2022-03-09T12:06:07,270.0
52,0xc2a622b764878faf9ab9078ad31303b24fd4b707,2022-03-09T15:16:24,569.7
53,0x644be8a25be30a21e2dffeae4fc43937fbcf3efd,2022-03-09T23:04:05,454.5
54,0x88888882bb6125af160999e91bca82b56e0b819b,2022-03-10T05:23:40,2250.0
55,0x0aa3dceb1e65b8f7d3a58bed68054b1c81585002,2022-03-10T05:55:41,920.7
56,0x987f05b5eeb8b30b02329d3888bebc3a7424e999,2022-03-10T06:19:33,7200.0
57,0x7a86c44e1b41c6c37ff783e8f6b2f6c68ab251f4,2022-03-10T10:42:36,539.1
58,0xde3258c1c45a557f4924d1e4e3d0a4e5341607ee,2022-03-10T16:03:55,225000.0
59,0x1a918a8386f75f382e2a1b2e10b807c39728caf2,2022-03-10T22:20:51,45.0
60,0x60c42ecb80c2069eb7ac1ee18a84244c8617e8ab,2022-03-11T05:28:04,330.3
61,0x78b8a76bea31733777556033e2a116df66c4c41c,2022-03-11T05:44:19,1809.0
62,0xdd32231c664f6e3456e81ec6c27c6f429c7dc3b3,2022-03-11T05:50:28,88.2
63,0x7ba080516dbabe9fafc1f7f548f60d27e6932c48,2022-03-11T13:37:49,90.0
64,0x040528e6ebdcbc6e37e3c78350de0a59aedce622,2022-03-11T15:31:30,233.1
65,0x72770a19522acd2025b74dc130502f81a73f875c,2022-03-11T19:06:49,2337.3
66,0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,2022-03-11T22:25:02,21482.1
67,0x8fa1f8787bf4c3fc37b4dd48f472aef08c279e42,2022-03-12T03:27:46,2574.9
68,0xc887b3406424838ae65456860278a5e6e40fcb08,2022-03-12T03:33:14,90.9
69,0x18bd2e8b69e48c5e6deae13682b1f78d1c260bf9,2022-03-12T06:59:51,1019.7
70,0x70f9e695823a748d0f492c86be093c220a8d487a,2022-03-12T09:28:50,13.5
71,0x3524ff8d740a4f1be13f2cdd2f2345e54dc0c6b0,2022-03-12T11:13:35,1836.9
72,0x60ee0c8bb493b79286a54997322904f74fba3736,2022-03-12T11:29:10,9.0
73,0x9c27c3aa042a608f67d19bda36b099a062185a65,2022-03-12T12:26:54,900.0
74,0xabc42ca4eab3c98543c1c15ca89280888ba6109d,2022-03-12T12:28:57,93.6
75,0xc88d7dc8dfa23d3769f7e8241f761d09a10d9831,2022-03-12T12:31:58,900.0
76,0x7df953d6be5fd9532a7e829cdfb72d2a9ab27000,2022-03-12T12:33:48,900.0
77,0x8dc4310f20d59ba458b76a62141697717f93fa41,2022-03-12T13:03:30,3222.0
78,0x89768ca7e116d7971519af950dbbdf6e80b9ded1,2022-03-12T13:19:22,1337.4
79,0xe45c950efb371c331ffef421b5c8787c74830479,2022-03-12T13:38:48,108.0
80,0xfc0591893b0bdb4322d25bdd43904aa9ab137140,2022-03-12T13:59:11,92.7
81,0x2d220b4783a291abb2db3618bc4d94c632e16206,2022-03-12T14:48:29,900.0
82,0x09d1e14bc93217b9f2d083509e94dee161ffd9ac,2022-03-12T15:18:33,94.5
83,0xde0634a1f956df8580f18c955b3e9ee957e552c6,2022-03-12T15:56:15,5040.9
