,address,ethBalance,ethUsdBalance,totalSherlockStake
0,0xb42f5a41b62b52616598cfd1a0d3a01846bfa888,0.02943789643199172,57.54107863975693,100
1,0x65aaeec60c6149bf18753f5d2c361ecbba22651a,0.000656091146167619,1.2832749164350927,10
2,0x5d9a5ebae5828cd8d15166666d45d53f0b871bb4,0.21071546252134207,411.8981575182186,1
3,0xae4281d74056f3975941b66daf324bb893279cf0,0.8642410926884246,1689.599978616797,20
4,0x7a247ff3d9be7a89b5f71206ec1ca3f8684bb5c3,0.000139112531796,0.2721110678195658,1
5,0x1040a43093b700d9bfe90346990afaa4d1151508,0.000104404334937,0.20408541776145012,511
6,0x1c721671916560c9ab5b7c5406e152b750eb03a2,0.08359876623839482,163.51417083632597,511
7,0x76feb15406fd0637b95c871bfa8c71fbb1854dd0,7.3528994232877e-05,0.1437330073465433,100
8,0x843aa999827ae6d187f8a5b6ab4afb1b1597551d,0.5632243327024283,1101.6330013059876,2
9,0x446ccd4633512f321b400cf89c1877f8307f6c26,0.21849381943626553,427.36517106455796,24
10,0x4d5daadc1bf9aa1c023fe1a9f75545b3863dfd14,0.012991025245834254,25.395245881314175,102
11,0x9b2b78003e469a342977e0a078f6aef88077acd9,0.015312012635740503,29.93161606009282,101
12,0xdf6c74e0387570344c4c36ff77c79fd805c5b5f7,0.009691389004195363,18.945405622631387,100
13,0x677f0fb523ecfe8343560ddcaac47e1eab34409a,0.013112769418769588,25.63284165981079,100
14,0xc92c4df3dd076d3ef60f2c6c533ee16616f4d8a5,0.0089535340760998,17.502189341278367,2
15,0xfc0591893b0bdb4322d25bdd43904aa9ab137140,0.01024614073888477,20.02895099355717,103
16,0xaaa017530e01e7bf6d69f29756870f4dd09b74d6,0.04977583348019675,97.300803770419,2
17,0x37d8fa18bd09ed448e93ecd47641019d91eb43a4,0.009999033793155443,19.5459112781844,65
18,0xbaa3a36ade58a3593972b7728a97916ed82ee371,0.002881215849529148,5.632143118342587,112
19,0x014607f2d6477badd9d74bf2c5d6356e29a9b957,0.04665527613478239,91.20080068274991,110
20,0x6058f8e21d7d736b574e80c2b57e73fdf360bae0,0.01238087993311558,24.20561073963561,66
21,0x25ad2667b19e866109c1a93102b816730a6aec3f,0.051083201364799165,99.8574420279094,10
22,0x4c1f58d3ded593b018ca2ec4228399df39cfdd6f,0.3229568040042683,631.3095013314636,203
23,0x8c302250f1f5f4a933b7a62b52e998b0a40c3917,0.2664706119326818,520.8914227937677,500
24,0xafbe2fe7325418ac50337ace4cd86ee0bfa245c7,0.12853607736671804,251.35101392984348,550
25,0x9a4a43a48f6bd53fef42b1565f14d24e1f9f41e8,0.012349151468930992,24.139874308436923,105
26,0x13711b99539d2860aa740c0180a50627d538c28e,0.13776307329244447,269.3378293325923,100
27,0x3255d4b48d108cfd7a6d71d0722ff845f9213a13,0.003423933181920516,6.69416600330462,105
28,0xdf839bbbe062ae73493a6961fc34849b53f1c154,0.08268532271292958,161.65642072959437,1000
29,0xc134041a85edbb3bd9cae36a32486454c1c6e134,0.000450890167465432,0.8815308575099914,4159
30,0x6715fd4994379ff0b1bc3d0bd3d599f83e9ec4be,0.12775844563363156,249.81758700754682,120
31,0x643430283b19fa5bd70a1138b495c2b43523cdd5,0.6039444186102138,1180.7717328248289,200000
32,0xc5614f397051e6db3bfabf9813c6c9b57f232783,0.8607540043851738,1683.1872404951196,1000000
33,0xb8c9d38ba6924095062a92a581326a3ececf62d9,2.4264974269836848,4745.258368209294,20001
34,0x710dc8c61b177687f1e3c085f694896cdc438209,0.25102459623723367,490.77567785745316,12016
35,0xd9f0834e7ca9b9262df3189b850ebf9514027e82,11.189416537846963,21881.239722255872,29990
36,0xcd52e48d1f34a6498af641a5afa66376f85775c7,0.38165113433815884,746.3111601755828,1069996
37,0xfda5bb18e3f47ea9b3d5689c3cd896d4ddd41eca,0.008415123642152123,16.452492384008035,2327
38,0x6a356be9b82e09bcff191baa639cf6012c63addd,0.8006947314945704,1565.8145960688369,4123
39,0xc29d294b9c254d20ba7e20923f31a8fe91d4faeb,8.989105837765706,17577.207664108686,30000
40,0xdeb263240eadf03bffdc6036ce652fe4cec96d2c,0.9994018751356638,1954.2204326215258,1221
41,0x5ebc7a6f0ecbc069065fce49b0ed28b5e6dbdaf8,0.1576086306597689,308.2021011688715,1000
42,0x87a427c0a3508705f7f7d0c8b90e270f4f3d8268,0.08982168001406725,175.6391095331074,1075
43,0xf6c719dc30fd8a3b8f23d075ddc4e4b00fa2736d,8.8376247294233e-05,0.17281533277150793,500
44,0x06aa5e77cf3bec21129ddbf29b531ed742a4109c,0.2291329700468885,448.08556223459374,10154
45,0x70af29f754988473fcaba6e01abfbaff871046d1,2.8508437732373197,5574.083779184537,5000
46,0x874d561afa3e120bf9bd2aad7a435cf0d4656989,0.18890212047428,369.3886514814309,1000
47,0x5811b5d57cb3f803151768fea0d22046b1ebd65c,0.3843293810884871,751.5368882494821,24641
48,0x6a04941de896e4215eeb8e6eb1b72ad2904d2402,1.6394971110801149,3206.15136551494,750000
49,0x6e93ebc8302890ff1d1befd779d1db131ef30d4d,14.307053420021887,27976.7276101818,250000
50,0x1b50adc3c74b4f3a2a4307fe714c853634139e45,1.1041711517732666,2159.118353600481,80000
51,0xcf2e0814ddf1587e06a66b479de3d0b7b151e5b8,0.09129693416364097,178.52658991029173,1015
52,0x5c44368c0ad4c446842738bdbf8f2bbf9876546e,1.3028971730712366,2547.7502770821498,30000
53,0x825ae6fb177186e9551ab1cdd6d4ab10b22a0dba,3.8947659505689134,7615.942182720971,18000
54,0xa1ed36fe9e4a32737472ea0dd632825e73cb2943,0.000539820109630701,1.0555912333773543,500
55,0x308bff328370fc4a9683ab9fcd79a21be6dc5ee4,0.7386544389970647,1444.3944361924202,30281
56,0xf616959cfc26d7d734c28f4437d5b4d25af13b2e,2.777830315902957,5431.9082912324375,3386
57,0xbda0020b6e44db02ca73e65819ad33eea4a2111c,0.024232581805287267,47.38560209114899,3010
58,0xeabdff58088179bca0d8255ea2fbe036e3e5ef3b,0.04752786337806481,92.9492918512138,1011
59,0xe6cc5e3ebb07b5156ba3af510b8c6ca19804d88e,2.973086494076573,5813.692253977094,5000
60,0x96dc89dbe84970ee42a2f0b35fb50599e6745ff8,9.40062293345717,18382.448115228824,20000
61,0xe188e4f2ce31b507d7fae2397ad66c5fe4504ff7,0.20089386559693975,392.86402568406345,2003
62,0x046f601cbcbfa162228897ac75c9b61daf5cee5f,0.032146125340577744,62.85949787472594,600
63,0x18bd2e8b69e48c5e6deae13682b1f78d1c260bf9,0.008196000778553049,16.02686972242156,6000
64,0xda4807e777e2e4a6b2ab075bdc0aef459e708cbe,2.459734323143247,4810.453221084786,30000
65,0x31c039383d787457b75d185d820d4a37ab80dad2,3.165205509174579,6190.382326623275,1500000
66,0x746c7757501193af295797d4f338121cf22a4acd,0.01016815880131922,19.8866816204441,29995
67,0xcdb2de3c7e3523f943904bdaab94e316853601ee,0.5878345524926799,1149.6633043830836,11237
68,0x66b1e927c3d35cbf4de05a29dcd76ae4d8947081,2.4454624106511647,4782.419654141738,988
69,0x193f0ee42a199a0cecd479a9f09ba293eb1ca357,26.168850632876644,51180.514690767486,52597
70,0xb38bfe8f08a059e172a34a2e916379c673c36420,0.00036435770616425,0.712479632941821,5001
71,0x4a2ff57467db1290cf32cf106c96987d5f4eca1a,0.11519539535343858,225.27381124527741,10000
72,0x2a03278590cd1962de28f9abc855cf3774fe3eb6,0.011610103371718193,22.70669187130529,1008
73,0x5f13fbd61bc5dc77758d72f4fbf17ba591f1962f,0.2684696473701065,524.976287253401,19996
74,0xfd9ce48c96617bf6ccc7c37044b1a22638b71e02,34.19946379531711,66874.99948391489,100000
75,0x9f9ebce72c0715cdbad4d589986eb22f6782a1ce,0.2222189245730264,434.6002173552049,3000
76,0x10216d6b520a9e033769393c65c2efd94303684b,0.04048621733572249,79.18010982999255,6333
77,0xb9df1ac065aba19fb4a23328784665b9b19dee31,0.22461649058512675,439.28920913204996,10000
78,0x9d32f1e7c5ff707e92b4b30937a1e5e2c2de2462,1.4602617973502756,2855.950818021722,1100
79,0x16a3b440c18cc022a735f298659c008f9622f799,0.2974033402280299,581.6555047511763,2700
